Date,Open,High,Low,Close,Adj Close,Volume
1988-01-29,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-01,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-02,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-03,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-04,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-05,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-08,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-09,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-10,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-11,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-12,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-15,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-16,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-17,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-18,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-19,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-22,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-23,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-24,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-25,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-26,1.3225990533828735,1.3225990533828735,1.3225990533828735,1.3225990533828735,0.1011979952454567,0
1988-02-29,1.6572329998016357,1.6572329998016357,1.6572329998016357,1.6572329998016357,0.12680232524871826,0
1988-03-01,1.6572329998016357,1.6572329998016357,1.6572329998016357,1.6572329998016357,0.12680232524871826,0
